icao,municipality,country,name,lat,lon
HTCH,Chunya,TZ,Chunya Airport,-8.55832,33.43637
HTDA,Dar es Salaam,TZ,Julius Nyerere International Airport,-6.87350,39.20729
HTDO,Dodoma,TZ,Dodoma Airport,-6.17056,35.75604
HTEN,Endulen,TZ,Endulen Airport,-3.19424,35.26315
HTGE,Chato District,TZ,Chato/Geita Airport,-2.74233,31.70683
HTGR,Grumeti Game Reserve,TZ,Kirawira B Aerodrome,-2.16083,34.22556
HTGW,Mbeya,TZ,Songwe Airport,-8.91994,33.27398
HTIR,Nduli,TZ,Iringa Airport,-7.66863,35.75210
HTIY,Inyonga,TZ,Inyonga Airport,-6.71923,32.06266
HTKA,Kigoma,TZ,Kigoma Airport,-4.88620,29.67090
HTKB,Kibondo,TZ,Kibondo Airport,-3.52598,30.65040
HTKD,Kondoa,TZ,Kondoa Airport,-4.89413,35.76910
HTKI,Kilwa Masoko,TZ,Kilwa Airport,-8.91123,39.50862
HTKJ,Arusha,TZ,Kilimanjaro International Airport,-3.42705,37.07353
HTKL,Kirondatal,TZ,Kirondatal Airport,-4.31257,34.34645
HTKO,Kongwa,TZ,Kongwa Airport,-6.15000,36.41700
HTKS,Kilosa,TZ,Kilosa Airport,-6.86461,37.00845
HTKT,Kilimatinde,TZ,Kilimatinde Airport,-5.83138,34.96639
HTLD,Loliondo,TZ,Loliondo Airport,-2.06969,35.54570
HTLI,Lindi,TZ,Lindi Airport,-9.85101,39.75911
HTLL,Liuli,TZ,Liuli Airport,-11.11640,34.65220
HTLM,Lake Manyara National Park,TZ,Lake Manyara Airport,-3.37631,35.81830
HTMA,Kilindoni,TZ,Mafia Airport,-7.91748,39.66850
HTMB,Mbeya,TZ,Mbeya Airport,-8.91944,33.46389
HTMD,Mwadui,TZ,Mwadui Airport,-3.52133,33.61554
HTMF,Mufindi,TZ,Mufindi Airport,-8.73204,35.30260
HTMG,Morogoro,TZ,Morogoro Airport,-6.79722,37.65310
HTMI,Masasi,TZ,Masasi Airport,-10.73300,38.76700
HTMK,Mikumi,TZ,Mikumi Airport,-7.33343,37.11636
HTML,Mahale,TZ,Mahale Airstrip,-6.01291,29.76694
HTMO,Mombo,TZ,Mombo Airport,-4.89915,38.24029
HTMP,Mpanda,TZ,Mpanda Airport,-6.35537,31.08412
HTMS,Moshi,TZ,Moshi Airport,-3.36333,37.32690
HTMT,Mtwara,TZ,Mtwara Airport,-10.33620,40.18200
HTMU,Musoma,TZ,Musoma Airport,-1.50300,33.80210
HTMW,Mwanza,TZ,Mwanza International Airport,-2.44656,32.93605
HTMX,Mpwapwa,TZ,Mpwapwa Airport,-6.35000,36.48300
HTNA,Nachingwea,TZ,Nachingwea Airport,-10.35750,38.77920
HTNG,Ngerengere,TZ,Ngerengere Air Force Base,-6.71708,38.15394
HTNJ,Njombe,TZ,Njombe Airport,-9.35000,34.80000
HTNR,Ngara,TZ,Ngara Airport,-2.54179,30.70310
HTOL,,TZ,Oltipesi Airport,-4.28773,36.61612
HTPE,Chake Chake,TZ,Pemba Airport,-5.25726,39.81140
HTSD,Singida,TZ,Singida Airport,-4.81093,34.72476
HTSE,Same,TZ,Same Airport,-4.05363,37.78946
HTSH,Mafinga,TZ,Mafinga Airport,-8.33492,35.29917
HTSN,Seronera,TZ,Seronera Airport,-2.45806,34.82250
HTSO,Songea,TZ,Songea Airport,-10.68300,35.58300
HTSU,Sumbawanga,TZ,Sumbawanga Airport,-7.94889,31.61028
HTSY,Shinyanga,TZ,Shinyanga Airport,-3.60930,33.50350
HTTB,Tabora,TZ,Tabora Airport,-5.07639,32.83330
HTTG,Tanga,TZ,Tanga Airport,-5.09236,39.07120
HTTU,Tunduru,TZ,Tunduru Airport,-11.10000,37.36700
HTUK,Ukerewe,TZ,Nansio Airport,-2.04353,33.06440
HTUR,Urambo,TZ,Urambo Airport,-5.07564,32.07987
HTUT,Utete,TZ,Utete Airport,-7.99967,38.76023
HTUV,Uvinza,TZ,Uvinza Airport,-5.09077,30.40677
HTWK,West Kilimanjaro,TZ,West Kilimanjaro Airport,-3.05000,37.00000
HTZA,Zanzibar,TZ,Abeid Amani Karume International Airport,-6.22202,39.22490
HUAJ,Adjumani,UG,Adjumani Airport,3.33924,31.76385
HUAR,Arua,UG,Arua Airport,3.04915,30.91171
HUBU,Bundibugyo,UG,Bundibugyo Airport,0.67349,30.02548
HUEN,Entebbe,UG,Entebbe International Airport,0.04239,32.44350
HUFP,Fort Portal,UG,Fort Portal Airport,0.70630,30.24930
HUGG,Bujenje,UG,Bugungu Airport,2.20279,31.55434
HUGU,Gulu,UG,Gulu Airport,2.80556,32.27180
HUJI,Jinja,UG,Jinja Airport,0.45309,33.19356
HUKB,,UG,Kabale Airport,-1.22611,29.96000
HUKD,Kidepo Valley National Park,UG,Kidepo Airport,3.71760,33.74870
HUKI,Kisoro,UG,Kisoro Airport,-1.28370,29.71970
HUKJ,Kampala,UG,Kajjansi Airfield,0.19680,32.55297
HUKK,Kakira,UG,Kakira Airport,0.49330,33.28100
HUKO,Kotido,UG,Kotido Airport,2.95300,34.12320
HUKS,Kasese,UG,Kasese Airport,0.18300,30.10000
HUKT,Kitgum,UG,Kitgum Airport,3.28170,32.88820
HULI,Lira,UG,Lira Airport,2.25000,32.91700
HUMA,Mbarara,UG,Mbarara Airport,-0.55528,30.59940
HUMI,Masindi,UG,Masindi Airport,1.75806,31.73670
HUMO,Moroto,UG,Moroto Airport,2.50510,34.59460
HUMW,Mweya,UG,Mweya Airport,-0.19400,29.89410
HUPA,Pakuba,UG,Pakuba Airport,2.32656,31.49770
HUSO,Soroti,UG,Soroti Airport,1.72769,33.62280
HUTO,Tororo,UG,Tororo Airport,0.68300,34.16700
JZRO,,ZZ,(Bogus)Jezero Crater(Location is India not Planet Mars),18.44000,77.45000
KAAA,Lincoln,US,Logan County Airport,40.15870,-89.33500
KAAF,Apalachicola,US,Apalachicola Regional Airport,29.72750,-85.02750
KAAO,Wichita,US,Colonel James Jabara Airport,37.74760,-97.22110
KAAS,Campbellsville,US,Taylor County Airport,37.35825,-85.30943
KAAT,Alturas,US,Alturas Municipal Airport,41.48274,-120.56567
KABE,Allentown/Bethlehem,US,Lehigh Valley International Airport,40.65177,-75.44280
KABI,Abilene,US,Abilene Regional Airport,32.41130,-99.68190
KABQ,Albuquerque,US,Albuquerque International Sunport,35.03998,-106.60892
KABR,Aberdeen,US,Aberdeen Regional Airport,45.44910,-98.42180
KABY,Albany,US,Southwest Georgia Regional Airport,31.53295,-84.19621
KACB,Bellaire,US,Antrim County Airport,44.98860,-85.19840
KACJ,Americus,US,Jimmy Carter Regional Airport,32.11080,-84.18890
KACK,Nantucket,US,Nantucket Memorial Airport,41.25310,-70.06020
KACP,Oakdale,US,Allen Parish Airport,30.75030,-92.68830
KACQ,Waseca,US,Waseca Municipal Airport,44.07350,-93.55290
KACT,Waco,US,Waco Regional Airport,31.61130,-97.23050
KACV,Arcata/Eureka,US,California Redwood Coast-Humboldt County Airport,40.97810,-124.10900
KACY,Atlantic City,US,Atlantic City International Airport,39.45620,-74.57751
KACZ,Wallace,US,Henderson Field,34.71790,-78.00360
KADC,Wadena,US,Wadena Municipal Airport,46.45030,-95.21100
KADF,Arkadelphia,US,Dexter B Florence Memorial Field,34.09980,-93.06610
KADG,Adrian,US,Lenawee County Airport,41.86621,-84.07798
KADH,Ada,US,Ada Regional Airport,34.80521,-96.67199
KADM,Ardmore,US,Ardmore Municipal Airport,34.30301,-97.01963
KADS,Dallas,US,Addison Airport,32.96860,-96.83640
KADT,Atwood,US,Atwood-Rawlins City-County Airport,39.84121,-101.04325
KADU,Audubon,US,Audubon County Airport,41.70140,-94.92050
KADW,Camp Springs,US,Joint Base Andrews,38.81080,-76.86700
KAEG,Albuquerque,US,Double Eagle II Airport,35.14520,-106.79500
KAEJ,Buena Vista,US,Central Colorado Regional Airport,38.81291,-106.12006
KAEL,Albert Lea,US,Albert Lea Municipal Airport,43.68150,-93.36720
KAEX,Alexandria,US,Alexandria International Airport,31.32583,-92.54670
KAFF,Colorado Springs,US,USAF Academy Airfield,38.97250,-104.82112
KAFJ,Washington,US,Washington County Airport,40.13650,-80.29020
KAFK,Nebraska City,US,Nebraska City Municipal Airport,40.60690,-95.86570
KAFN,Jaffrey,US,Jaffrey Airfield Silver Ranch Airport,42.80510,-72.00300
KAFO,Afton,US,Afton Municipal Airport,42.71120,-110.94200
KAFP,Wadesboro,US,Anson County Airport - Jeff Cloud Field,35.02060,-80.07710
KAFW,Fort Worth,US,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947
KAGC,Pittsburgh,US,Allegheny County Airport,40.35440,-79.93020
KAGO,Magnolia,US,Magnolia Municipal Airport / Ralph C Weiser Field,33.22800,-93.21700
KAGR,Avon Park,US,MacDill Air Force Base Auxiliary Field,27.65060,-81.34940
KAGS,Augusta,US,Augusta Regional At Bush Field,33.36990,-81.96450
KAGZ,Wagner,US,Wagner Municipal Airport,43.06491,-98.29665
KAHC,Herlong,US,Amedee Army Air Field,40.26620,-120.15300
KAHH,Amery,US,Amery Municipal Airport,45.28110,-92.37540
KAHN,Athens,US,Athens Ben Epps Airport,33.94884,-83.32563
KAHQ,Wahoo,US,Wahoo Municipal Airport,41.24130,-96.59400
KAIA,Alliance,US,Alliance Municipal Airport,42.05254,-102.80397
KAIB,Nucla,US,Hopkins Field,38.23902,-108.56335
KAID,Anderson,US,Anderson Municipal Darlington Field,40.10860,-85.61300
KAIG,Antigo,US,Langlade County Airport,45.15420,-89.11070
KAIK,Aiken,US,Aiken Regional Airport,33.64940,-81.68500
KAIO,Atlantic,US,Atlantic Municipal Airport,41.40730,-95.04690
KAIT,Aitkin,US,Aitkin Municipal Airport Steve Kurtz Field,46.54840,-93.67680
KAIV,Aliceville,US,George Downer Airport,33.10650,-88.19780
KAIZ,Kaiser Lake Ozark,US,Lee C Fine Memorial Airport,38.09600,-92.54950
KAJG,Mount Carmel,US,Mount Carmel Municipal Airport,38.60650,-87.72670
KAJO,Corona,US,Corona Municipal Airport,33.89770,-117.60200
KAJR,Cornelia,US,Habersham County Airport,34.49990,-83.55670
KAJZ,Delta,US,Blake Field,38.78640,-108.06400
KAKH,Gastonia,US,Gastonia Municipal Airport,35.20260,-81.14990
KAKO,Akron,US,Colorado Plains Regional Airport,40.17560,-103.22200
KAKQ,Wakefield,US,Wakefield Municipal Airport,36.98720,-77.00110
KAKR,Akron,US,Akron Fulton International Airport,41.03735,-81.46784
KALB,Albany,US,Albany International Airport,42.74830,-73.80170
KALI,Alice,US,Alice International Airport,27.74090,-98.02690
KALM,Alamogordo,US,Alamogordo White Sands Regional Airport,32.83782,-105.99315
KALN,Alton/St Louis,US,St Louis Regional Airport,38.89030,-90.04600
KALO,Waterloo,US,Waterloo Regional Airport,42.55710,-92.40030
KALS,Alamosa,US,San Luis Valley Regional Airport/Bergman Field,37.43490,-105.86700
KALW,Walla Walla,US,Walla Walla Regional Airport,46.09490,-118.28800
KALX,Alexander City,US,Thomas C Russell Field,32.91470,-85.96300
KAMA,Amarillo,US,Rick Husband Amarillo International Airport,35.21786,-101.70644
KAMG,Alma,US,Bacon County Airport,31.53610,-82.50660
KAMN,Alma,US,Gratiot Community Airport,43.32210,-84.68800
KAMT,West Union,US,Alexander Salamon Airport,38.85150,-83.56630
KAMW,Ames,US,Ames Municipal Airport,41.99200,-93.62180
KANB,Anniston,US,Anniston Regional Airport,33.58820,-85.85810
KAND,Anderson,US,Anderson Regional Airport,34.49460,-82.70940
KANE,Minneapolis,US,Anoka County-Blaine (Janes Field) Airport,45.14500,-93.21140
KANJ,Sault Ste Marie,US,Sault Ste Marie Municipal Airport Sanderson Field,46.47920,-84.36840
KANK,Salida,US,Salida Airport - Harriet Alexander Field,38.53830,-106.04900
KANP,Annapolis,US,Lee Airport,38.94290,-76.56840
KANQ,Angola,US,Tri State Steuben County Airport,41.63970,-85.08350
KANW,Ainsworth,US,Ainsworth Regional Airport,42.57920,-99.99299
KANY,Anthony,US,Anthony Municipal Airport,37.15850,-98.07960
KAOC,Arco,US,Arco Butte County Airport,43.60350,-113.33400
KAOH,Lima,US,Lima Allen County Airport,40.70690,-84.02670
KAOO,Altoona,US,Altoona Blair County Airport,40.29640,-78.32000
KAOV,Ava,US,Ava Bill Martin Memorial Airport,36.97190,-92.68190
KAPA,Denver,US,Centennial Airport,39.57010,-104.84900
KAPC,Napa,US,Napa County Airport,38.21320,-122.28100
KAPF,Naples,US,Naples Municipal Airport,26.15260,-81.77530
KAPG,Aberdeen,US,Phillips Army Air Field,39.46620,-76.16880
KAPH,Bowling Green,US,Mary Walker LZ Airport,38.06863,-77.31932
KAPN,Alpena,US,Alpena County Regional Airport,45.07810,-83.56030
KAPT,Jasper,US,Marion County Airport - Brown Field,35.06070,-85.58530
KAPV,Apple Valley,US,Apple Valley Airport,34.57530,-117.18600
KAPY,Zapata,US,Zapata County Airport,26.96880,-99.24890
KAQO,Llano,US,Llano Municipal Airport,30.78370,-98.66200
KAQP,Appleton,US,Appleton Municipal Airport,45.22824,-96.00586
KAQR,Atoka,US,Atoka Municipal Airport,34.39830,-96.14810
KAQW,North Adams,US,Harriman and West Airport,42.69590,-73.17040
KAQX,Allendale,US,Allendale County Airport,32.99510,-81.27020
KARA,New Iberia,US,Acadiana Regional Airport,30.03780,-91.88390
KARB,Ann Arbor,US,Ann Arbor Municipal Airport,42.22300,-83.74560
KARG,Walnut Ridge,US,Walnut Ridge Regional Airport,36.12467,-90.92511
KARM,Wharton,US,Wharton Regional Airport,29.25430,-96.15440
KARR,Chicago/Aurora,US,Aurora Municipal Airport,41.77190,-88.47570
KART,Watertown,US,Watertown International Airport,43.99190,-76.02170
KARV,Woodruff,US,Lakeland Airport Noble F Lee Memorial Field,45.92790,-89.73090
KARW,Beaufort,US,Beaufort Executive Airport,32.41220,-80.63440
KASD,Slidell,US,Slidell Airport,30.34510,-89.82080
KASE,Aspen,US,Aspen-Pitkin County Airport (Sardy Field),39.22320,-106.86900
KASG,Springdale,US,Springdale Municipal Airport,36.17640,-94.11930
KASH,Nashua,US,Nashua Airport / Boire Field,42.78170,-71.51480
KASJ,Aulander,US,Tri-County Airport at Henry Joyner Field,36.29750,-77.17090
KASL,Marshall,US,Harrison County Airport,32.52050,-94.30780
KASN,Talladega,US,Talladega Municipal Airport,33.56990,-86.05090
KAST,Astoria,US,Astoria Regional Airport,46.15800,-123.87900
KASW,Warsaw,US,Warsaw Municipal Airport,41.27470,-85.84010
KASX,Ashland,US,John F Kennedy Memorial Airport,46.54850,-90.91900
KASY,Ashley,US,Ashley Municipal Airport,46.02390,-99.35260
KATA,Atlanta,US,Hall Miller Municipal Airport,33.10180,-94.19530
KATL,Atlanta,US,Hartsfield Jackson Atlanta International Airport,33.63670,-84.42810
KATS,Artesia,US,Artesia Municipal Airport,32.85250,-104.46800
KATW,Appleton,US,Appleton International Airport,44.25852,-88.51900
KATY,Watertown,US,Watertown Regional Airport,44.91400,-97.15470
KAUG,Augusta,US,Augusta State Airport,44.32060,-69.79730
KAUH,Aurora,US,Aurora Municipal Al Potter Field,40.89410,-97.99460
KAUM,Austin,US,Austin Municipal Airport,43.66500,-92.93340
KAUN,Auburn,US,Auburn Municipal Airport,38.95480,-121.08200
KAUO,Auburn,US,Auburn University Regional Airport,32.61510,-85.43400
KAUS,Austin,US,Austin Bergstrom International Airport,30.19753,-97.66201
KAUW,Wausau,US,Wausau Downtown Airport,44.92620,-89.62660
KAVC,Brodnax,US,Mecklenburg Brunswick Regional Airport,36.68830,-78.05450
KAVK,Alva,US,Alva Regional Airport,36.77320,-98.66990
KAVL,Asheville,US,Asheville Regional Airport,35.43549,-82.54185
KAVO,Avon Park,US,Avon Park Executive Airport,27.59120,-81.52780
KAVP,Wilkes-Barre/Scranton,US,Wilkes-Barre/Scranton International Airport,41.33706,-75.72423
KAVQ,Marana,US,Marana Regional Airport,32.40906,-111.21620
KAVX,Avalon,US,Catalina Airport,33.40490,-118.41600
KAWG,Washington,US,Washington Municipal Airport,41.27610,-91.67340
KAWM,West Memphis,US,West Memphis Municipal Airport,35.13510,-90.23440
KAWO,Arlington,US,Arlington Municipal Airport,48.16145,-122.15844
KAXA,Algona,US,Algona Municipal Airport,43.07810,-94.27184
KAXH,Rosharon,US,Houston Southwest Airport,29.50610,-95.47690
KAXN,Alexandria,US,Chandler Field,45.86630,-95.39470
KAXQ,Clarion,US,Clarion County Airport,41.22580,-79.44100
KAXS,Altus,US,Altus Quartz Mountain Regional Airport,34.69795,-99.33850
KAXV,Wapakoneta,US,Neil Armstrong Airport,40.49340,-84.29890
KAXX,Angel Fire,US,Angel Fire Airport,36.42200,-105.29000
KAYS,Waycross,US,Waycross Ware County Airport,31.24910,-82.39550
KAYX,Manchester,US,Arnold Air Force Base,35.39260,-86.08580
KAZC,Colorado City,US,Colorado City Municipal Airport,36.95919,-113.01317
KAZE,Hazlehurst,US,Hazlehurst Airport,31.88470,-82.64740
KAZO,Kalamazoo,US,Kalamazoo/Battle Creek International Airport,42.23210,-85.54964
KBAB,Beale Air Force Base,US,Beale Air Force Base,39.13610,-121.43700
KBAD,Bossier City,US,Barksdale Air Force Base,32.50180,-93.66270
KBAF,Westfield,US,Westfield-Barnes Regional Airport,42.15780,-72.71560
KBAK,Columbus,US,Columbus Municipal Airport,39.26239,-85.89558
KBAM,Battle Mountain,US,Battle Mountain Airport,40.59900,-116.87400
KBAX,Bad Axe,US,Huron County Memorial Airport,43.78020,-82.98540
KBAZ,New Braunfels,US,New Braunfels National Airport,29.70450,-98.04220
KBBB,Benson,US,Benson Municipal Airport,45.33190,-95.65060
KBBD,Brady,US,Curtis Field,31.17893,-99.32473
KBBG,Branson,US,Branson Airport,36.53208,-93.20054
KBBP,Bennettsville,US,Marlboro County Jetport - H E Avent Field Airport,34.62170,-79.73440
KBBW,Broken Bow,US,Broken Bow Municipal Airport,41.43650,-99.64220
KBCB,Blacksburg,US,Virginia Tech Montgomery Executive Airport,37.20760,-80.40780
KBCE,Bryce Canyon,US,Bryce Canyon Airport,37.70640,-112.14500
KBCK,Black River Falls,US,Black River Falls Area Airport,44.25070,-90.85530
KBCT,Boca Raton,US,Boca Raton Airport,26.37850,-80.10770
KBDE,Baudette,US,Baudette International Airport,48.72840,-94.61220
KBDG,Blanding,US,Blanding Municipal Airport,37.58330,-109.48300
KBDH,Willmar,US,Willmar Municipal Airport John L Rice Field (2006),45.11755,-95.13226
KBDJ,Boulder Junction,US,Boulder Junction Payzer Airport,46.13740,-89.64600
KBDL,Hartford,US,Bradley International Airport,41.93856,-72.68802
KBDN,Bend,US,Bend Municipal Airport,44.09480,-121.20100
KBDQ,Morrilton,US,Morrilton Municipal Airport,35.13620,-92.71350
KBDR,Bridgeport,US,Igor I Sikorsky Memorial Airport,41.16350,-73.12620
KBDU,Boulder,US,Boulder Municipal Airport,40.03910,-105.22603
KBEA,Beeville,US,Beeville Municipal Airport,28.36190,-97.79100
KBEC,Wichita,US,Beech Factory Airport,37.69450,-97.21500
KBED,Bedford,US,Laurence G Hanscom Field,42.47000,-71.28900
KBEH,Benton Harbor,US,Southwest Michigan Regional Airport,42.12860,-86.42850
KBFA,Boyne Falls,US,Boyne Mountain Airport,45.16580,-84.92410
KBFD,Bradford,US,Bradford Regional Airport,41.80310,-78.64010
KBFE,Brownfield,US,Terry County Airport,33.17310,-102.19300
KBFF,Scottsbluff,US,Western Neb. Rgnl/William B. Heilig Airport,41.87400,-103.59600
KBFI,Seattle,US,King County International Airport - Boeing Field,47.52704,-122.29995
KBFK,Buffalo,US,Buffalo Municipal Airport,36.86330,-99.61870
KBFL,Bakersfield,US,Meadows Field,35.43360,-119.05700
KBFM,Mobile,US,Mobile Downtown Airport,30.62680,-88.06810
KBFR,Bedford,US,Virgil I Grissom Municipal Airport,38.84000,-86.44540
KBFZ,Albertville,US,Albertville Regional Airport/Thomas J Brumlik Field,34.22910,-86.25580
KBGD,Borger,US,Hutchinson County Airport,35.70090,-101.39400
KBGE,Bainbridge,US,Decatur County Industrial Air Park,30.97150,-84.63740
KBGF,Winchester,US,Winchester Municipal Airport,35.17750,-86.06620
KBGM,Binghamton,US,Greater Binghamton/Edwin A Link field,42.20870,-75.97980
KBGR,Bangor,US,Bangor International Airport,44.80636,-68.82667
KBHB,Bar Harbor,US,Hancock County-Bar Harbor Airport,44.45000,-68.36150
KBHC,Baxley,US,Baxley Municipal Airport,31.71380,-82.39380
KBHK,Baker,US,Baker Municipal Airport,46.34661,-104.25813
KBHM,Birmingham,US,Birmingham-Shuttlesworth International Airport,33.56288,-86.75071
KBID,Block Island,US,Block Island State Airport,41.16845,-71.57863
KBIE,Beatrice,US,Beatrice Municipal Airport,40.30130,-96.75410
KBIF,Fort Bliss/El Paso,US,Biggs Army Air Field (Fort Bliss),31.84950,-106.38000
KBIH,Bishop,US,Eastern Sierra Regional Airport,37.37310,-118.36400
KBIJ,Blakely,US,Early County Airport,31.39750,-84.89480
KBIL,Billings,US,Billings Logan International Airport,45.80893,-108.54124
KBIS,Bismarck,US,Bismarck Municipal Airport,46.77273,-100.74687
KBIV,Holland,US,West Michigan Regional Airport,42.74290,-86.10740
KBIX,Biloxi,US,Keesler Air Force Base,30.41040,-88.92440
KBJC,Denver,US,Rocky Mountain Metropolitan Airport,39.90880,-105.11700
KBJI,Bemidji,US,Bemidji Regional Airport,47.50940,-94.93370
KBJJ,Wooster,US,Wayne County Airport,40.87480,-81.88830
KBKD,Breckenridge,US,Stephens County Airport,32.71900,-98.89100
KBKE,Baker City,US,Baker City Municipal Airport,44.83730,-117.80900
KBKF,Aurora,US,Buckley Space Force Base,39.70170,-104.75200
KBKL,Cleveland,US,Burke Lakefront Airport,41.51750,-81.68330
KBKN,Blackwell,US,Blackwell Tonkawa Municipal Airport,36.74521,-97.34962
KBKS,Falfurrias,US,Brooks County Airport,27.20680,-98.12120
KBKT,Blackstone,US,Allen C Perkinson Blackstone Army Air Field,37.07420,-77.95750
KBKV,Brooksville,US,Brooksville–Tampa Bay Regional Airport,28.46946,-82.45711
KBKW,Beaver,US,Raleigh County Memorial Airport,37.78730,-81.12420
KBKX,Brookings,US,Brookings Regional Airport,44.30480,-96.81690
KBLF,Bluefield,US,Mercer County Airport,37.29580,-81.20770
KBLH,Blythe,US,Blythe Airport,33.61920,-114.71700
KBLI,Bellingham,US,Bellingham International Airport,48.79280,-122.53800
KBLM,Belmar/Farmingdale,US,Monmouth Executive Airport,40.18690,-74.12490
KBLU,Emigrant Gap,US,Blue Canyon Nyack Airport,39.27500,-120.71000
KBLV,Belleville,US,Scott AFB/Midamerica Airport,38.54520,-89.83520
KBMC,Brigham City,US,Brigham City Regional Airport,41.55240,-112.06200
KBMG,Bloomington,US,Monroe County Airport,39.14600,-86.61670
KBMI,Bloomington/Normal,US,Central Illinois Regional Airport at Bloomington-Normal,40.47710,-88.91590
KBML,Berlin,US,Berlin Regional Airport,44.57540,-71.17590
KBMQ,Burnet,US,Burnet Municipal Airport/Kate Craddock Field,30.73890,-98.23860
KBMT,Beaumont,US,Beaumont Municipal Airport,30.07063,-94.21575
KBNA,Nashville,US,Nashville International Airport,36.12450,-86.67820
KBNG,Banning,US,Banning Municipal Airport,33.92255,-116.85067
KBNL,Barnwell,US,Barnwell Regional Airport,33.25780,-81.38830
KBNO,Burns,US,Burns Municipal Airport,43.59046,-118.95515
KBNW,Boone,US,Boone Municipal Airport,42.04960,-93.84760
KBOI,Boise,US,Boise Air Terminal/Gowen Field,43.56440,-116.22300
KBOK,Brookings,US,Brookings Airport,42.07460,-124.29000
KBOS,Boston,US,Boston Logan International Airport,42.36197,-71.00790
KBOW,Bartow,US,Bartow Executive Airport,27.94340,-81.78340
KBPD,"Big Pine Key, Florida",US,Big Pine Sands STOLGround,24.72372,-81.38786
KBPG,Big Spring,US,Big Spring Mc Mahon-Wrinkle Airport,32.21260,-101.52200
KBPI,Big Piney,US,Miley Memorial Field,42.58510,-110.11100
KBPK,Mountain Home,US,Ozark Regional Airport,36.36890,-92.47050
KBPT,Beaumont/Port Arthur,US,Jack Brooks Regional Airport,29.95080,-94.02070
KBQK,Brunswick,US,Brunswick Golden Isles Airport,31.25880,-81.46650
KBQP,Bastrop,US,Morehouse Memorial Airport,32.75600,-91.88056
KBQR,Lancaster,US,Buffalo Lancaster Regional Airport,42.92230,-78.61230
KBRD,Brainerd,US,Brainerd Lakes Regional Airport,46.40286,-94.12973
KBRL,Burlington,US,Southeast Iowa Regional Airport,40.78320,-91.12550
KBRO,Brownsville,US,Brownsville South Padre Island International Airport,25.90724,-97.42524
KBRY,Bardstown,US,Samuels Field,37.81430,-85.49960
KBST,Belfast,US,Belfast Municipal Airport,44.40940,-69.01190
KBTA,Blair,US,Blair Executive Airport,41.41491,-96.10914
KBTF,Bountiful,US,Skypark Airport,40.86940,-111.92700
KBTL,Battle Creek,US,Battle Creek Executive Airport at Kellogg Field,42.30730,-85.25150
KBTM,Butte,US,Bert Mooney Airport,45.95480,-112.49700
KBTN,Britton,US,Britton Municipal Airport,45.81520,-97.74310
KBTP,Butler,US,Pittsburgh/Butler Regional Airport,40.77690,-79.94970
KBTR,Baton Rouge,US,Baton Rouge Metropolitan Airport,30.53320,-91.14960
KBTV,Burlington,US,Patrick Leahy Burlington International Airport,44.47190,-73.15330
KBTY,Beatty,US,Beatty Airport,36.86110,-116.78700
KBUB,Burwell,US,Cram Field,41.77670,-99.14970
KBUF,Buffalo,US,Buffalo Niagara International Airport,42.94050,-78.73220
