icao,municipality,country,name,lat,lon
SJXL,Teresina,BR,Hospital Unimed Primavera Helipad,-5.05785,-42.81590
SJXM,Lima Duarte,BR,Carolina de Assis Repetto Airport,-21.73002,-43.89195
SJXP,São Paulo,BR,Alice Maria Sampaio Ferreira Heliport,-23.61117,-46.69457
SJXQ,Ribeirão Preto,BR,Ribeirão Shopping Heliport,-22.81499,-43.28424
SJXR,Praia Grande,BR,B. Cao Viño Heliport,-24.00994,-46.41763
SJXS,Belmonte,BR,Veracel Airport,-16.10444,-39.36389
SJXT,Angra Dos Reis,BR,Iguassú Heliport,-23.12111,-44.19278
SJXV,Amambaí,BR,Fazenda Bela Vista Airport,-22.93111,-55.05444
SJXX,Ponta Porã,BR,Recreio Airport,-22.67649,-55.54372
SJXY,Angra dos Reis,BR,Piratas Mall Helistop,-23.00397,-44.30186
SJYD,Santa Luzia D`Oeste,BR,Fazenda Kajussol Airport,-11.95889,-61.68567
SJYE,Pacaraima,BR,Água Fria Airport,4.62056,-60.27720
SJYF,Caracaraí,BR,Ajarani Airport,2.00778,-61.47580
SJYG,Alto Alegre,BR,Alto Mucajaí Airport,2.76500,-62.22140
SJYH,Santana do Araguaia,BR,Fazenda Cachoeira Alta Airport,-8.78018,-50.96902
SJYI,Pacaraima,BR,Araí Airport,4.44389,-60.84720
SJYJ,Alto Alegre,BR,Aratha-Ú Airport,3.16083,-63.78140
SJYK,Caracaraí,BR,Baixo Catrimani Airport,1.07111,-62.21830
SJYL,Alto Alegre,BR,Baixo Mucajaí Airport,2.73694,-62.01940
SJYM,Pacaraima,BR,Bala Airport,3.83722,-60.60330
SJYN,Barueri,BR,Centro Empresarial Araguaia II - CEA II Helipad,-23.50210,-46.84086
SJYO,Pacaraima,BR,Bananal Airport,4.63278,-60.58560
SJYP,Uiramutã,BR,Bananeira Airport,4.32111,-60.19390
SJYQ,Uiramutã,BR,Barreirinha Airport,4.33040,-60.28783
SJYR,Pacaraima,BR,Caju Airport,4.70944,-60.51085
SJYS,Normândia,BR,Camará Airstrip,3.99065,-60.18204
SJYT,Pacaraima,BR,Campo Formoso Airport,4.71790,-60.77101
SJYU,Pacaraima,BR,Campo Grande Airstrip,4.68556,-60.80028
SJYV,Apiaí,BR,Cauê-Apiaí Heliport,-24.51724,-48.85021
SJYW,Santa Terezinha,BR,Fazenda Santa Terezinha Airport,-10.31917,-50.94944
SJYX,Cruzeiro do Iguaçu,BR,Foz do Chopim Heliport,-25.57193,-53.12309
SJZB,Castanheira,BR,Vale do Tucanã Airport,-10.68224,-58.64502
SJZC,Maraial,BR,Destilaria São Luiz Airport,-8.77878,-35.78616
SJZD,Corumbá,BR,Fazenda Bandeiras Airport,-17.85988,-56.70583
SJZF,Três Lagoas,BR,Fazenda Campo Triste Airport,-20.62933,-52.02807
SJZH,Nova Santa Helena,BR,Fazenda Rio do Fogo Airport,-10.88744,-55.00112
SJZI,Santos,BR,Monte Carmelo Heliport,-23.95831,-46.33077
SJZJ,Campos do Jordão,BR,Villa Dória Heliport,-22.69814,-45.52958
SJZK,Rio de Janeiro,BR,Projac Heliport,-22.96017,-43.40598
SJZL,São Paulo,BR,Banco Santander Helipad,-22.22160,-57.15821
SJZN,Santa Cruz Cabrália,BR,Campo Bahia Resort Heliport,-12.99056,-58.60917
SJZP,Novo Mundo,BR,Mathovi Airport,-9.83777,-55.46593
SJZS,Uruçui,BR,Fazenda Canel Airport,-7.54000,-44.82250
SJZT,Serra Ramalho,BR,Fazenda Busato II Airport,-13.24240,-43.73782
SJZU,São Paulo,BR,Seculum Heliport,-23.58402,-46.68383
SJZV,Itu,BR,Terras de São José Heliport,-23.29886,-47.29563
SJZW,Itatinga,BR,Fazenda Regina Airport,-23.28818,-48.73762
SJZY,Barueri,BR,Centro Administrativo Rio Negro Heliport,-23.50053,-46.84864
SJZZ,Primavera do Leste,BR,Fazenda Passo Fundo Airport,-13.01889,-48.41583
SKAC,Araracuara,CO,Araracuara Airport,-0.60085,-72.39801
SKAD,Acandí,CO,Alcides Fernández Airport,8.49785,-77.27411
SKAG,Aguachica,CO,Hacaritama Airport,8.24700,-73.58140
SKAM,Amalfi,CO,Amalfi Airport,6.89503,-75.04733
SKAP,Apiay,CO,Gomez Nino Apiay Air Base,4.07607,-73.56270
SKAR,Armenia,CO,El Eden Airport,4.45278,-75.76640
SKAS,Puerto Asís,CO,Tres De Mayo Airport,0.50523,-76.50080
SKAT,Arauquita,CO,El Troncal Airport,7.02106,-71.38890
SKBC,El Banco,CO,Las Flores Airport,9.04554,-73.97490
SKBE,Becerril,CO,Becerril Airport,9.66278,-73.27440
SKBG,Bucaramanga,CO,Palonegro Airport,7.12650,-73.18480
SKBM,Barranco Minas,CO,Barranco Minas Airport,3.49069,-69.80815
SKBN,Fonseca,CO,Buenavista Airport,10.88790,-72.90040
SKBO,Bogota,CO,El Dorado International Airport,4.70159,-74.14690
SKBQ,Barranquilla,CO,Ernesto Cortissoz International Airport,10.88960,-74.78080
SKBR,Berástegui,CO,Berástegui Airport,8.88532,-75.68219
SKBS,Bahía Solano,CO,José Celestino Mutis Airport,6.20292,-77.39470
SKBU,Buenaventura,CO,Gerardo Tobar López Airport,3.81963,-76.98980
SKCA,Acandí,CO,Capurganá Airport,8.63217,-77.35026
SKCB,Carmen De Bolivar,CO,Carmen De Bolivar Airport,9.68417,-75.12610
SKCC,Cúcuta,CO,Camilo Daza International Airport,7.92757,-72.51150
SKCD,Condoto,CO,Mandinga Airport,5.07201,-76.67637
SKCG,Cartagena,CO,Rafael Nuñez International Airport,10.44240,-75.51300
SKCH,Cartagena Del Chiara,CO,El Pacífico Airport,1.35000,-74.84000
SKCI,Puerto López,CO,Carimagua Airport,4.56417,-71.33640
SKCL,Cali,CO,Alfonso Bonilla Aragon International Airport,3.54272,-76.38190
SKCM,Cimitarra,CO,Cimitarra Airport,6.36748,-73.97066
SKCN,Cravo Norte,CO,Cravo Norte Airport,6.31640,-70.21137
SKCO,Tumaco,CO,La Florida Airport,1.81442,-78.74920
SKCP,Bahía Solano,CO,Cupica Airport,6.69482,-77.49364
SKCR,Carurú,CO,Carurú Airport,1.01382,-71.29734
SKCU,Caucasia,CO,Juan H White Airport,7.96847,-75.19850
SKCV,Coveñas,CO,Coveñas Airport,9.40092,-75.69130
SKCZ,Corozal,CO,Las Brujas Airport,9.33274,-75.28560
SKEB,El Bagre,CO,El Bagre Airport,7.59647,-74.80890
SKEH,El Charco,CO,El Charco Airport,2.44944,-78.09417
SKEJ,Barrancabermeja,CO,Yariguíes Airport,7.02433,-73.80680
SKFL,Florencia,CO,Gustavo Artunduaga Paredes Airport,1.58919,-75.56440
SKFR,Quipama,CO,Furatena Airport,5.52750,-74.18690
SKFU,Fundación,CO,Fundación Airport,10.53330,-74.20000
SKGA,,CO,La Gaviota Airport,4.55054,-70.92535
SKGB,Cali,CO,Marco Fidel Suarez Air Base,3.45899,-76.49660
SKGI,Girardot,CO,Santiago Vila Airport,4.27624,-74.79670
SKGO,Cartago,CO,Santa Ana Airport,4.75818,-75.95570
SKGP,Guapi,CO,Guapi Airport,2.57013,-77.89797
SKGY,Chía,CO,Guaymaral Airport,4.81233,-74.06490
SKGZ,Garzón,CO,La Jagua Airport,2.14640,-75.69440
SKHA,Chaparral,CO,General Navas Pardo Airport,3.72429,-75.46578
SKHC,Hato Corozal,CO,Hato Corozal Airport,6.15331,-71.76197
SKIB,Ibagué,CO,Perales Airport,4.42161,-75.13330
SKIG,Chigorodó,CO,Jaime Ortiz Betancourt Airport,7.67761,-76.68317
SKIM,La Primavera,CO,La Primavera Airport,5.47760,-70.42120
SKIO,Limón,CO,Cicuco Airport,9.26878,-74.65230
SKIP,Ipiales,CO,San Luis Airport,0.86195,-77.67178
SKJC,Juanchaco,CO,Juanchaco Airport,3.93399,-77.36145
SKJU,Juradó,CO,Juradó Airport,7.07181,-77.72712
SKLA,Málaga,CO,Málaga Regional Airport,6.70472,-72.73030
SKLC,Carepa,CO,Antonio Roldán Betancur Airport,7.81196,-76.71640
SKLG,Puerto Leguízamo,CO,Caucaya Airport,-0.18228,-74.77080
SKLM,La Mina-Maicao,CO,Jorge Isaac Airport,11.23250,-72.49010
SKLP,La Pedrera,CO,La Pedrera Airport,-1.32488,-69.58129
SKLT,Leticia,CO,Alfredo Vásquez Cobo International Airport,-4.19115,-69.94200
SKMA,Madrid,CO,Major Justino Mariño Cuesto Air Base,4.72795,-74.27560
SKMB,Timbiqui,CO,Timbiqui Airport,2.77857,-77.66805
SKMD,Medellín,CO,Enrique Olaya Herrera Airport,6.21969,-75.59060
SKME,Melgar,CO,Lieutenant Colonel Luis F. Pinto Parra Air Base,4.21644,-74.63500
SKMF,Miraflores,CO,Miraflores Airport,1.35000,-71.94440
SKMG,Magangué,CO,Baracoa Airport,9.28474,-74.84610
SKMJ,Maicao,CO,Maicao Airport,11.38990,-72.23920
SKML,Montelíbano,CO,Montelibano Airport,7.97174,-75.43250
SKMN,Maní,CO,Casanare Airport,4.83333,-72.26670
SKMP,Santa Cruz de Mompóx,CO,San Bernardo Airport,9.25835,-74.43839
SKMR,Montería,CO,Los Garzones Airport,8.82374,-75.82580
SKMU,Mitú,CO,Fabio Alberto Leon Bentley Airport,1.25366,-70.23390
SKMZ,Manizales,CO,La Nubia Airport,5.02960,-75.46470
SKNA,La Macarena,CO,La Macarena Airport,2.17565,-73.78674
SKNC,Necocli,CO,Necocli Airport,8.45443,-76.77933
SKNQ,Nuquí,CO,Reyes Murillo Airport,5.71035,-77.26187
SKNV,Neiva,CO,Benito Salas Airport,2.95015,-75.29400
SKOC,Ocaña,CO,Aguas Claras Airport,8.31506,-73.35830
SKOE,Orocue,CO,Orocue Airport,4.79035,-71.34819
SKOL,Puerto López,CO,Puerto López Airport,4.08987,-72.97648
SKOR,Orito,CO,Orito Airport,0.66944,-76.88000
SKOT,Remedios,CO,Otu Airport,7.01053,-74.71540
SKPA,Paipa,CO,Juan Jose Rondon Airport,5.76454,-73.10540
SKPB,Portete,CO,Puerto Bolívar Airport,12.22150,-71.98480
SKPC,Puerto Carreño,CO,German Olano Airport,6.18472,-67.49320
SKPD,Puerto Inírida,CO,Obando Cesar Gaviria Trujillo Airport,3.85353,-67.90620
SKPE,Pereira,CO,Matecaña International Airport,4.81267,-75.73950
SKPG,Puerto Gaitan,CO,Puerto Gaitan Airport,4.30444,-72.08440
SKPI,Pitalito,CO,Pitalito Airport,1.85777,-76.08570
SKPL,Plato,CO,Plato Airport,9.80000,-74.78330
SKPN,Armenia,CO,Puerto Nare Airport,6.21002,-74.59060
SKPP,Popayán,CO,Guillermo León Valencia Airport,2.45436,-76.60925
SKPQ,La Dorada,CO,German Olano Air Base,5.48361,-74.65740
SKPR,Puerto Berrio,CO,Puerto Berrio Airport,6.46034,-74.41050
SKPS,Chachagüí,CO,Antonio Nariño Airport,1.39672,-77.29093
SKPV,Providencia,CO,El Embrujo Airport,13.35746,-81.35798
SKPZ,Paz de Ariporo,CO,Paz de Ariporo Airport,5.87615,-71.88667
SKQU,Mariquita,CO,Mariquita Airport,5.21256,-74.88360
SKRA,Tarapacá,CO,Tarapacá Airport,-2.89580,-69.74976
SKRG,Medellín,CO,Jose Maria Córdova International Airport,6.16454,-75.42310
SKRH,Riohacha,CO,Almirante Padilla Airport,11.52620,-72.92600
SKRU,Sabana de Torres,CO,Las Cruces Airport,7.38322,-73.50540
SKSA,Saravena,CO,Los Colonizadores Airport,6.95187,-71.85718
SKSG,San Gil,CO,San Gil Airport,6.58444,-73.12830
SKSI,Maní,CO,Santiago I Airport,4.73214,-72.32320
SKSJ,San José Del Guaviare,CO,Jorge E. Gonzalez Torres Airport,2.57969,-72.63940
SKSL,Santa Rosalia,CO,Santa Rosalia Airport,5.13090,-70.86820
SKSM,Santa Marta,CO,Simón Bolívar International Airport,11.11960,-74.23060
SKSO,Sogamoso,CO,Alberto Lleras Camargo Airport,5.67732,-72.97030
SKSP,San Andrés,CO,Gustavo Rojas Pinilla International Airport,12.58360,-81.71120
SKSR,San Marcos,CO,San Marcos Airport,8.69000,-75.15600
SKSV,San Vicente Del Caguán,CO,Eduardo Falla Solano Airport,2.15217,-74.76630
SKTA,Tauramena,CO,Tauramena Airport,5.01281,-72.74240
SKTB,Tibú,CO,Tibú Airport,8.63152,-72.73040
SKTD,Trinidad,CO,Trinidad Airport,5.43278,-71.66250
SKTI,Tolemaida - Nilo,CO,Tolemaida Air Base,4.24480,-74.64990
SKTJ,Tunja,CO,Tunja Airport,5.54138,-73.34450
SKTL,Santiago de Tolú,CO,Golfo de Morrosquillo Airport,9.50945,-75.58540
SKTM,Tame,CO,Gustavo Vargas Airport,6.45108,-71.76030
SKTQ,Tres Esquinas,CO,Captain Ernesto Esguerra Cubides Air Base,0.74590,-75.23400
SKTU,Turbo,CO,Gonzalo Mejía Airport,8.07188,-76.74012
SKUA,Marandúa,CO,Marandúa Air Base,5.52448,-68.68560
SKUB,La Uribe,CO,Uribe Airport,3.23750,-74.34722
SKUC,Arauca,CO,Santiago Perez Airport,7.06888,-70.73690
SKUI,Quibdó,CO,El Caraño Airport,5.69076,-76.64120
SKUL,Tuluá,CO,Heriberto Gíl Martínez Airport,4.08836,-76.23510
SKUR,Urrao,CO,Urrao Airport,6.32883,-76.14250
SKVG,Villa Garzón,CO,Villa Garzón Airport,0.97877,-76.60560
SKVL,Puerto Boyacá,CO,Velásquez Airport,5.93904,-74.45700
SKVN,Villanueva,CO,Villanueva Airport,4.62472,-72.94690
SKVP,Valledupar,CO,Alfonso López Pumarejo Airport,10.43500,-73.24950
SKVV,Villavicencio,CO,Vanguardia Airport,4.16787,-73.61380
SKYA,San Vicente Del Caguán,CO,Yaguara Airport,1.54417,-73.93330
SKYP,Yopal,CO,El Alcaravan - Yopal Airport,5.31911,-72.38400
SLAG,El Bañado,BO,Monteagudo Airport,-19.82700,-63.96100
SLAL,Sucre,BO,Alcantarí International Airport,-19.24684,-65.14961
SLAM,Gral. Ballivian,BO,Arampampa Airport,-17.88333,-66.10000
SLAN,Ballivian,BO,Angora Airport,-14.43230,-65.76880
SLAP,Apolo,BO,Apolo Airport,-14.73560,-68.41190
SLAQ,Campero,BO,Aiquile Airport,-18.21540,-65.18780
SLAS,Ascensión de Guarayos,BO,Ascención de Guarayos Airport,-15.93337,-63.15557
SLBB,Carrasco,BO,Bulo Bulo Airport,-17.25733,-64.36667
SLBF,Madre De Dios,BO,Blanca Flor Airport,-11.72720,-66.92630
SLBH,Ballivian,BO,Buena Hora Airport,-12.13333,-66.53333
SLBJ,Bermejo,BO,Bermejo Airport,-22.77330,-64.31290
SLBN,Mamoré,BO,Bella Unión Airport,-13.63333,-65.28333
SLBR,Itenes,BO,Buen Retiro Itenez Airport,-13.41667,-63.48333
SLBS,Itenes,BO,Bella Vista Itenez Airport,-14.26770,-64.29900
SLBT,Ballivian,BO,Buen Retiro Ballivian Airport,-13.90000,-66.55000
SLBV,De Montaño,BO,Villa Vista Montano Airport,-13.85000,-66.36667
SLCA,Camiri,BO,Camiri Airport,-20.00656,-63.52783
SLCB,Cochabamba,BO,Jorge Wilsterman International Airport,-17.42111,-66.17710
SLCC,Copacabana,BO,Copacabana Airport,-16.19110,-69.09560
SLCD,Gutierrez,BO,Cañada Airport,-20.02540,-63.08910
SLCE,Cordillera,BO,Cabezas Airport,-18.79743,-63.30161
SLCG,Cordillera,BO,Charagua Airport,-19.78560,-63.18840
SLCH,,BO,Carol Marghata Airport,-17.43660,-62.34067
SLCI,Gran Chaco,BO,Caigua Airport,-21.13639,-63.75278
SLCL,Abaroa,BO,Collpani Airport,-18.88271,-66.79667
SLCM,Camacho,BO,Camacho Airport,-11.50500,-67.68470
SLCN,Charaña,BO,Charaña Airport,-17.59470,-69.43310
SLCO,Cobija,BO,Capitán Aníbal Arab Airport,-11.03911,-68.78277
SLCP,Concepción,BO,Concepción Airport,-16.14269,-62.02660
SLCR,M. Caballero,BO,Comarapa Airport,-17.91360,-64.51780
SLCS,Nor Lipez,BO,Cerdas Airport,-20.80833,-66.40111
SLCT,Mamore,BO,Choreti Airport,-13.51450,-64.96520
SLCU,Sud Cinti,BO,Culpina Airport,-20.83333,-64.96667
SLCV,Ballivian,BO,Cavinas Airport,-12.54980,-66.91250
SLCX,Iturralde,BO,Chive Airport,-12.37783,-68.56767
SLCY,A. Ibañez,BO,Collpa Airport,-17.56500,-63.17470
SLDA,Ichilo,BO,Caranda Airport,-17.51256,-63.53700
SLDL,,BO,Dalmacia Airport,-17.44260,-62.24420
SLDN,Yacuma,BO,El Desengano Airport,-14.27360,-65.44000
SLEA,Yacuma,BO,El Cocal Airport,-13.56995,-66.07184
SLEC,Yacuma,BO,El Cairo Airport,-13.78333,-66.40000
SLEE,Tesoro,BO,El Escondido Airport,-21.46700,-63.35280
SLEF,Yacuma,BO,El Triunfo Airport,-13.88333,-65.76667
SLEH,Mamore,BO,El Rancho Airport,-13.05000,-65.03333
SLEI,Cordillera,BO,Espino Airport,-19.29990,-63.20900
SLEK,Tesoro,BO,El Condor Airport,-21.70083,-63.45683
SLEO,Yacuma,BO,El Paraiso Airport,-14.38333,-65.85000
SLEP,Yacuma,BO,El Peru Airport,-14.60395,-65.63516
SLER,Hernando Siles,BO,Cerrillos Airport,-20.01667,-64.03333
SLES,Poopo,BO,Estalsa Airport,-18.45000,-66.91666
SLET,Santa Cruz,BO,El Trompillo Airport,-17.81160,-63.17150
SLEV,Ballivian,BO,El Salvador Airport,-14.49830,-66.76290
SLEZ,Moxos,BO,La Esperanza Airport,-14.76667,-65.53333
SLFA,Ballivian,BO,Fatima Airport,-15.33333,-66.80000
SLFL,Moira,BO,Florida Airport,-14.60742,-61.19840
SLFO,Moxos,BO,Flor De Oro Airport,-13.55480,-61.00410
SLFR,Moxos,BO,Florencia Airport,-15.68333,-65.56667
SLGM,Guayaramerín,BO,Guayaramerín Airport,-10.88856,-65.38096
SLGP,Cordillera,BO,Guirapembi Airport,-18.05600,-63.16317
SLGQ,,BO,Chiquitos Airport,-18.52220,-60.68040
SLGY,Guayaramerín,BO,Capitán de Av. Emilio Beltrán Airport,-10.82031,-65.34649
SLHA,Itenes,BO,Cachascani Airport,-13.50000,-64.20000
SLHC,H. Silez,BO,Huacareta Airport,-20.39080,-64.01540
SLHI,Chimore,BO,Chimore Airport,-16.97683,-65.14557
SLHJ,Itenes,BO,Huacaraje Airport,-13.60556,-63.87944
SLHS,Parapeti,BO,Chacobos Airport,-19.59480,-62.56570
SLHT,Transierra Natural Gas Co.,BO,Transierra Helipuerto,-21.33850,-63.47900
SLIG,Ballivian,BO,Inglaterra Airport,-13.44380,-66.50600
SLIN,Moxos,BO,Santa Catalina Airport,-15.50000,-65.91666
SLIP,Florida,BO,Samaipata Airport,-18.19306,-63.87778
SLIR,Itenes,BO,Ibori Airport,-13.05000,-63.66667
SLIT,Cordillera,BO,Itaguazurenda Airport,-19.77750,-63.08780
SLIX,Iturralde,BO,Ixiamas Airport,-13.76000,-68.13683
SLIY,La Joya,BO,Intiraymi Airport,-17.79583,-67.43472
SLIZ,Cordillera,BO,Izozog Airport,-18.66383,-63.00234
SLJA,Madre De Dios,BO,Jatata Airport,-11.77283,-67.25600
SLJE,San José de Chiquitos,BO,San José De Chiquitos Airport,-17.83080,-60.74310
SLJO,San Joaquín,BO,San Joaquín Airport,-13.06721,-64.67521
SLJS,Yacuma,BO,Josuani Airport,-13.08333,-66.16666
SLJV,San Javier,BO,San Javier Airport,-16.27080,-62.47030
SLLB,Yacuma,BO,Las Brizas Airport,-14.51667,-65.76667
SLLH,Itenes,BO,Lago Huachi Airport,-14.01667,-63.53333
SLLI,Ballivian,BO,La India Airport,-13.57383,-66.83567
SLLJ,Los Andes,BO,Laja Airport,-16.53390,-68.30060
SLLL,Ballivian,BO,Laguna Loa Airport,-14.28333,-66.79250
SLLP,La Paz / El Alto,BO,El Alto International Airport,-16.51027,-68.18942
SLLQ,L. Cabrera,BO,Copaquilla Airport,-19.33333,-67.08334
SLLS,Caraparicito,BO,Lagunillas Airport,-19.60000,-63.65000
SLLZ,Moxos,BO,San Lorenzo Airport,-15.38333,-65.75000
SLMB,Velasco,BO,Mangabalito Airport,-13.78783,-68.35467
SLMD,Iturralde,BO,Madidi Airport,-13.38333,-68.65000
SLME,Cordillera,BO,Mandeyepecua Airport,-20.39800,-63.14050
SLMG,Magdalena,BO,Magdalena Airport,-13.26075,-64.06076
SLMM,Velasco,BO,Mora Airport,-14.60850,-61.19183
SLMN,Manuripi,BO,Manuripi Airport,-11.73850,-68.35467
SLMX,Valle Grande,BO,Monos Araña Airport,-17.33333,-64.16666
SLMZ,Mizque,BO,Mizque Airport,-17.93100,-65.38020
SLNL,Chiquitos,BO,Cañada Larga Airport,-17.60100,-62.39570
SLNO,Yacuma,BO,Nuevo Mundo Airport,-14.43333,-66.06667
SLNV,Yacuma,BO,Nieve Airport,-14.01667,-65.80000
SLOR,Oruro,BO,Juan Mendoza International Airport,-17.95615,-67.07583
SLPA,Guanacos,BO,Palmar Airport,-18.97167,-62.97533
SLPB,"Entre Ríos, O'Connor",BO,Palos Blancos Airport,-21.39556,-63.75667
SLPF,Velasco,BO,Piso Firme Airport,-13.62883,-61.73867
SLPG,Moxos,BO,Progreso Airport,-14.17840,-65.37560
SLPI,Moxos,BO,Pitai Airport,-15.80849,-65.61947
SLPL,J. Mendoza,BO,Padilla Airport,-19.29940,-64.29410
SLPM,Yacuma,BO,Palmira Airport,-13.73795,-66.40933
SLPN,Velasco,BO,Porvenir Norte Airport,-13.98733,-61.54567
SLPO,Potosí,BO,Capitan Nicolas Rojas Airport,-19.54333,-65.72373
SLPR,Puerto Rico/Manuripi,BO,Puerto Rico Airport,-11.10766,-67.55115
SLPS,Puerto Suárez,BO,Capitán Av. Salvador Ogaya G. airport,-18.97530,-57.82060
SLPW,Luis Calvo,BO,El Porvenir Sur Airport,-20.75470,-63.20940
SLPY,Sanja Honda,BO,Piray Airport,-18.33350,-63.19250
SLQN,Ballivian,BO,Coquinal Airport,-13.18333,-67.00000
SLRA,San Ramón / Mamoré,BO,San Ramón Airport,-13.26390,-64.60390
SLRB,Roboré,BO,Roboré Airport,-18.32822,-59.76534
SLRF,Velasco,BO,Refugio Airport,-14.76270,-61.03200
SLRH,Yacuma,BO,Rancho Alegre Airport,-12.16667,-65.78333
SLRI,Riberalta,BO,Capitán Av. Selin Zeitun Lopez Airport,-11.00935,-66.07547
SLRL,Yacuma,BO,Rosal Airport,-13.97500,-65.62500
SLRP,Carangas,BO,Rosapata Airport,-18.64167,-67.55833
SLRQ,Rurrenabaque,BO,Rurrenabaque Airport,-14.42790,-67.49680
SLRR,Yacuma,BO,Retiro Airport,-14.48333,-66.35000
SLRS,Campo Ingelmeco,BO,Rio Seco Airport,-18.20083,-63.25600
SLRT,Yacuma,BO,Santa Rita Airport,-13.93333,-66.33334
SLRX,German Busch,BO,Rincon Del Tigre Airport,-18.20083,-58.17000
SLRY,Reyes,BO,Reyes Airport,-14.30440,-67.35340
SLSA,Santa Ana del Yacuma,BO,Santa Ana Del Yacuma Airport,-13.76220,-65.43520
SLSB,San Borja,BO,Capitán Av. German Quiroga G. Airport,-14.85920,-66.73750
SLSD,Yacuma,BO,San Carlos Gutierrez Airport,-14.56110,-65.52720
SLSE,Angel Sandoval,BO,Santa Teresita Airport,-16.28500,-59.49517
SLSF,,BO,San Rafael Airport,-17.28910,-62.30400
SLSG,Yacuma,BO,San Miguel De Gaser Airport,-13.90210,-66.15670
SLSH,Sud Yungas,BO,Santa Ana De Huachi Airport,-15.49472,-67.44241
SLSI,San Ignacio de Velasco,BO,Capitán Av. Juan Cochamanidis S. Airport,-16.38719,-60.96232
SLSJ,Ladislao Cabrera,BO,Salinas Airport,-19.50000,-67.33334
SLSK,A. Ibañez,BO,Santa Rosa Del Sara Airport,-17.10472,-63.60837
SLSM,San Ignacio de Moxos,BO,San Ignacio de Moxos Airport,-14.96580,-65.63380
SLSN,Gran Chaco,BO,Sanandita Airport,-21.65000,-63.60000
SLSP,Gran Chaco,BO,Sipuati Airport,-21.07350,-63.10950
SLSQ,Santiago de Chiquitos,BO,Santiago De Chiquitos Airport,-18.34580,-59.60480
SLSR,Santa Rosa,BO,Santa Rosa de Yacuma Airport,-14.07307,-66.78739
SLSS,Sunsas,BO,Sunsas Airport,-18.47540,-58.27670
SLSU,Sucre,BO,Juana Azurduy de Padilla Air Force Base,-19.00710,-65.28870
SLSV,San Ignacio de Velasco,BO,San Ignacio de Velasco Airport,-16.40124,-61.04520
SLTA,Cordillera,BO,Taquipirenda Airport,-20.34330,-63.13940
SLTC,Chiquitos,BO,Tres Cruces Airport,-17.36040,-62.27960
SLTE,Larecaja,BO,Teoponte Airport,-15.49833,-67.81667
SLTG,Moxos,BO,Santiago Airport,-15.22780,-65.45010
SLTI,San Matías,BO,San Matías Airport,-16.33920,-58.40190
SLTJ,Tarija,BO,Capitan Oriel Lea Plaza Airport,-21.55570,-64.70130
SLTL,Nor Lipez,BO,San Cristóbal Toldos Airport,-21.17560,-67.16669
SLTO,Oruro,BO,Totora Airport,-17.79817,-68.09350
SLTR,Trinidad,BO,Teniente Av. Jorge Henrich Arauz Airport,-14.81870,-64.91800
SLTU,Sajama,BO,Turco Airport,-18.19583,-68.14200
SLTW,San Rafael,BO,Tita Airport,-18.46640,-62.11200
SLTX,Franz Tamayo,BO,Tuichi Airport,-14.31667,-68.58334
SLTY,Yacuma,BO,Tiguipa Airport,-13.80000,-66.23333
SLTZ,Sud Chichas,BO,Tupiza-Mochará Airport,-21.33701,-65.61223
SLUC,Cordillera,BO,Cuevo Airport,-20.48050,-63.52817
SLUK,Oruro,BO,Curahuara de Carangas Airport,-17.98580,-68.39430
SLUP,Puerto America,BO,Puerto America Airport,-11.76160,-67.95864
SLUS,Ballivian,BO,Urusi Airport,-14.31667,-66.16666
SLUU,Franz Tamayo,BO,Ulla Ulla Airport,-15.03333,-69.25000
SLUY,Quijarro,BO,Joya Andina International Airport,-20.44130,-66.85755
SLVA,Aroma,BO,Villa Aroma Airport,-17.32101,-67.75322
SLVD,Sud Yungas,BO,Covendo Airport,-15.83333,-67.08334
SLVE,Yacuma,BO,Venecia Airport,-14.63600,-66.75030
SLVG,Vallegrande,BO,Capitán Av. Vidal Villagomez Toledo Airport,-18.48250,-64.09940
SLVI,Nor Yungas,BO,Caranavi Airport,-15.75000,-67.56667
SLVM,Villamontes,BO,Teniente Coronel Rafael Pabón Airport,-21.25520,-63.40560
SLVN,Yacuma,BO,Villa Negrita Airport,-13.26580,-65.87580
SLVR,Santa Cruz,BO,Viru Viru International Airport,-17.64480,-63.13540
SLVT,Tesoro,BO,Tesoro/La Vertiente Airport,-21.26667,-63.35833
SLVU,Luis Calvo,BO,Vuelta Grande Airport,-20.90483,-63.19217
SLVV,Mamore,BO,Villa Elvira Airport,-13.64430,-64.44080
SLVZ,M.Omiste,BO,Villazon Airport,-22.05360,-65.63925
SLYA,Yacuíba,BO,Yacuiba Airport,-21.96090,-63.65170
SLYG,Las Juntas,BO,Yabog Airport,-18.65450,-63.13280
SLYI,Ichilo,BO,Yapacani Airport,-17.01567,-64.05634
SLZB,Moxos,BO,San Pedro Rb Airport,-14.86667,-65.65000
SLZC,Ichilo,BO,San Carlos Airport,-17.42780,-63.67495
SLZF,Nacif,BO,San Francisco Naciff Airport,-13.74860,-64.45370
SLZJ,Itenes,BO,San Pedro Richard Airport,-14.21667,-63.65000
SLZV,Velasco,BO,San Vicente Airport,-16.27370,-60.09070
SMAF,Afobakka,SR,Afobakka Airstrip,4.99850,-54.99203
SMAN,Benzdorp,SR,Lawa Antino Airstrip,3.61993,-54.14271
SMBG,Bakhuys,SR,Bakhuys Airstrip,4.77888,-56.76870
